17
64

0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0
1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0

6.5

0	0	100	90	100	120	150	0	0	0	0	0	0	0	0	0	0
0	0	0	80	90	0	0	0	0	0	0	0	0	0	0	0	0
100	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0
90	80	0	0	0	0	0	0	140	100	0	0	100	0	0	100	0
100	90	0	0	0	0	0	0	120	0	0	0	0	90	0	100	0
120	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0
150	0	0	0	0	0	0	110	0	100	100	0	0	0	0	0	0
0	0	60	0	0	0	110	0	0	0	0	0	0	0	0	0	0
0	0	0	140	120	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	100	0	0	0	0	100	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	100	0	90	0	0	0	0
0	0	0	100	0	0	0	0	0	0	0	90	0	0	0	0	0
0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	90
0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	90
0	0	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	90	90	0	0
